"Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
5,"C Riddell, P Kuhn","The Long-Term Effects of Unemployment Insurance: Evidence from New Brunswick and Maine, 1940-1991",2010,"Industrial and Labor Relations Review","researchgate.net","https://www.researchgate.net/profile/Chris-Riddell-2/publication/46529836_The_Long-Term_Effects_of_Unemployment_Insurance_Evidence_from_New_Brunswick_and_Maine_1940-1991/links/0a85e53a1d0c3a25cb000000/The-Long-Term-Effects-of-Unemployment-Insurance-Evidence-from-New-Brunswick-and-Maine-1940-1991.pdf","https://scholar.google.com/scholar?cites=2728423941685977428&as_sdt=2005&sciodt=0,5&hl=en",636,"2022-08-15 21:28:05","PDF","",NA,NA,NA,NA,NA,NA,5,0.42,3,2,12,"… of unemployment insurance (UI) might examine the impact of the benefit replacement rate … Finally, the Canadian program underwent some dramatic changes during our sample period…","https://www.researchgate.net/profile/Chris-Riddell-2/publication/46529836_The_Long-Term_Effects_of_Unemployment_Insurance_Evidence_from_New_Brunswick_and_Maine_1940-1991/links/0a85e53a1d0c3a25cb000000/The-Long-Term-Effects-of-Unemployment-Insurance-Evidence-from-New-Brunswick-and-Maine-1940-1991.pdf","https://scholar.google.com/scholar?q=related:VCHdgB5P3SUJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
153,"C Wang, SD Williamson","Moral hazard, optimal unemployment insurance, and experience rating",2002,"Journal of monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393202001745","https://scholar.google.com/scholar?cites=18148212464646895983&as_sdt=2005&sciodt=0,5&hl=en",110,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,153,7.65,77,2,20,"… as being of critical importance for the design of unemployment insurance (UI) systems. A dynamic … In particular, we are interested in the effects of the replacement rate, the duration of UI …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.189.1184&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:bzmYTxVn2_sJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
18,"CC Carvalho, R Corbi, R Narita","Unintended consequences of unemployment insurance: Evidence from stricter eligibility criteria in Brazil",2018,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176517304329","https://scholar.google.com/scholar?cites=14349107601043929741&as_sdt=2005&sciodt=0,5&hl=en",763,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,18,4.5,6,3,4,"… Unemployment insurance (UI) is a mechanism of … in level and potential UI duration distort the unemployment spell of … Standard errors are clustered by sector and shown in parentheses. …","http://www.repec.eae.fea.usp.br/documentos/Carvalho_Corbi_Narita_16WP.pdf","https://scholar.google.com/scholar?q=related:jboUnFZFIscJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
172,"CC Coile, PB Levine","Labor market shocks and retirement: Do government programs matter?",2007,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272707000096","https://scholar.google.com/scholar?cites=6032830955042377549&as_sdt=2005&sciodt=0,5&hl=en",276,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,172,11.47,86,2,15,"… whether more generous Unemployment Insurance (UI) … to delay retirement for the period that benefits are available or for … maximum weekly benefit amount within states over time and …","https://www.nber.org/system/files/working_papers/w12559/w12559.pdf","https://scholar.google.com/scholar?q=related:TQ9IUcrruFMJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
9,"CI Lee","The impact of taxing unemployment insurance benefits on unemployment duration and post-unemployment earnings",2000,"International Tax and Public Finance","Springer","https://link.springer.com/article/10.1023/A:1008741607468","https://scholar.google.com/scholar?cites=4547725003627012222&as_sdt=2005&sciodt=0,5&hl=en",119,"2022-08-15 21:28:05","","10.1023/A:1008741607468",NA,NA,NA,NA,NA,NA,9,0.41,9,1,22,"… reason for conducting this regression is to examine whether treating the durations of special benefit recipients as if they are censored at the exhaustion of the regular benefit duration …","","https://scholar.google.com/scholar?q=related:fqBZwcvDHD8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
23,"CJ O'Leary, RG Spiegelman…","Do bonus offers shorten unemployment insurance spells? Results from the Washington experiment",1995,"Journal of Policy Analysis …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.2307/3325152","https://scholar.google.com/scholar?cites=13688012221219074146&as_sdt=2005&sciodt=0,5&hl=en",103,"2022-08-15 21:28:05","","10.2307/3325152",NA,NA,NA,NA,NA,NA,23,0.85,8,3,27,"… weekly benefit amount (WBA) or 2 x WBA. the medium bonus is 4 x WBA, and the high bonus is 6 x WBA… -namely the weekly benefit amount (WBA) and base period earnings (BPE). …","","https://scholar.google.com/scholar?q=related:YvD3zpeW9b0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
181,"CJ Simon","Frictional unemployment and the role of industrial diversity",1988,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/103/4/715/1942290","https://scholar.google.com/scholar?cites=11062147059529882974&as_sdt=2005&sciodt=0,5&hl=en",845,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,181,5.32,181,1,34,"… across industries, cities, and time. Even if the expected rate of … hiring that occurs both at the same time and in the same city. … before-tax unemployment insurance replacement rate. More …","","https://scholar.google.com/scholar?q=related:Xh1pECSkhJkJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
28,"CL Rogers","Expectations of unemployment insurance and unemployment duration",1998,"Journal of Labor Economics","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/209901","https://scholar.google.com/scholar?cites=10035100122519999800&as_sdt=2005&sciodt=0,5&hl=en",282,"2022-08-15 21:28:05","","10.1086/209901",NA,NA,NA,NA,NA,NA,28,1.17,28,1,24,"… Search theory suggests that a higher benefit ratio (the weekly benefit amount divided by the highest quarterly earnings in the base period) increases the value of being employed. This …","","https://scholar.google.com/scholar?q=related:OJVIqGTWQ4sJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"CL Scott III","Effects of Differing Unemployment Insurance Taxable Wage Bases on System Capacity",1986,"Journal of Risk and Insurance","JSTOR","https://www.jstor.org/stable/252394","",697,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,0,0,0,1,36,"… only to cover changes in the weekly benefit amount (WBA). The WBA is the amount a UI … to receive the Average Weekly Benefit Amount for the Average Potential Duration. Benefits …","","https://scholar.google.com/scholar?q=related:jUvhEyWgS6gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
43,"CN East, E Kuka","Reexamining the consumption smoothing benefits of Unemployment Insurance",2015,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272715001565","https://scholar.google.com/scholar?cites=14600099006053622473&as_sdt=2005&sciodt=0,5&hl=en",217,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,43,6.14,22,2,7,"… for other changes occurring across states and over time. With our preferred model we find that a 10 percentage point increase in the replacement rate leads to a 1.0% reduction in the …","http://www.chloeneast.com/uploads/8/9/9/7/8997263/east_kuka_jpube2015.pdf","https://scholar.google.com/scholar?q=related:ySJc_bD4ncoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
8,"D Aaronson, SA Brave, RA Butters, M Fogarty…","Forecasting unemployment insurance claims in realtime with Google Trends",2022,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169207021000649","https://scholar.google.com/scholar?cites=132164839575811913&as_sdt=2005&sciodt=0,5&hl=en",784,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,8,8,2,5,1,"… turn use to forecast the demand for unemployment insurance in real time during recessions. … Trends Ratio term and its standard error. Standard errors are estimated by 10,000 event-…","","https://scholar.google.com/scholar?q=related:SXe2qjiL1QEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
678,"D Acemoglu, R Shimer","Productivity gains from unemployment insurance",2000,"European economic review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292100000350","https://scholar.google.com/scholar?cites=9845876460300173743&as_sdt=2005&sciodt=0,5&hl=en",78,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,678,30.82,339,2,22,"… Moderate increases in the replacement rate or the duration of unemployment benefits lead … unemployment insurance to match US policy. To get an average benefit duration of six months…","https://www.nber.org/system/files/working_papers/w7352/w7352.pdf","https://scholar.google.com/scholar?q=related:r4GSlnmUo4gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
35,"D Béland, J Myles","Varieties of federalism, institutional legacies, and social policy: Comparing old‐age and unemployment insurance reform in Canada",2012,"International Journal of Social Welfare","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2397.2011.00838.x","https://scholar.google.com/scholar?cites=12463452587382065617&as_sdt=2005&sciodt=0,5&hl=en",962,"2022-08-15 21:28:05","","10.1111/j.1468-2397.2011.00838.x",NA,NA,NA,NA,NA,NA,35,3.5,18,2,10,"… departing trends witnessed in the field of unemployment insurance. As shown, this absence … as the plan to double the CPP replacement rate proposed by the Canadian Labour Congress…","https://www.academia.edu/download/52620854/j.1468-2397.2011.00838.x20170414-14968-16q672e.pdf","https://scholar.google.com/scholar?q=related:0cnUERgU96wJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
153,"D Card, A Johnston, P Leung, A Mas…","The effect of unemployment benefits on the duration of unemployment insurance receipt: New evidence from a regression kink design in Missouri, 2003-2013",2015,"American Economic …","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/aer.p20151061","https://scholar.google.com/scholar?cites=10066445609253492882&as_sdt=2005&sciodt=0,5&hl=en",16,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,153,21.86,31,5,7,"… opportunity to investigate the Great Recession period. We find that the elasticity of UI duration with respect to the weekly benefit amount is around 0.35 during the pre-recession period …","https://www.nber.org/system/files/working_papers/w20869/w20869.pdf","https://scholar.google.com/scholar?q=related:klhYgvIys4sJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
205,"D Card, PB Levine","Unemployment insurance taxes and the cyclical and seasonal properties of unemployment",1994,"Journal of public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0047272794900116","https://scholar.google.com/scholar?cites=12500471575939672073&as_sdt=2005&sciodt=0,5&hl=en",406,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,205,7.32,103,2,28,"… period t have the simple form O,f’(N,), where f is an increasing and strictly concave production function and 0, denotes a relative demand shocks in period t… and the net replacement rate. …","https://www.nber.org/system/files/working_papers/w4030/w4030.pdf","https://scholar.google.com/scholar?q=related:CWjAAKuYeq0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
523,"D Card, PB Levine","Extended benefits and the duration of UI spells: evidence from the New Jersey extended benefit program",2000,"Journal of Public economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272799001139","https://scholar.google.com/scholar?cites=3916925203867274585&as_sdt=2005&sciodt=0,5&hl=en",413,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,523,23.77,262,2,22,"… This paper examines the impact on the duration of unemployment insurance receipt of a … Unfortunately, however, the standard errors for the estimated impacts are so large that we …","https://www.nber.org/system/files/working_papers/w6714/w6714.pdf","https://scholar.google.com/scholar?q=related:WY1IXLi2WzYJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
581,"D Card, R Chetty, A Weber","Cash-on-hand and competing models of intertemporal behavior: New evidence from the labor market",2007,"The Quarterly journal of economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/122/4/1511/1850504","https://scholar.google.com/scholar?cites=4018424792583942720&as_sdt=2005&sciodt=0,5&hl=en",896,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,581,38.73,194,3,15,"… of a discontinuity in the unemployment insurance (UI) benefit … across spells by clustering the standard errors by person. In … replacement rate in period t of the unemployment spell and σ …","https://www.nber.org/system/files/working_papers/w12639/w12639.pdf","https://scholar.google.com/scholar?q=related:QLKW7g5QxDcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
10,"D Fackler, J Stegmaier, E Weigt","Does extended unemployment benefit duration ameliorate the negative employment effects of job loss?",2019,"Labour Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927537119300181","https://scholar.google.com/scholar?cites=9707483733145252302&as_sdt=2005&sciodt=0,5&hl=en",86,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,10,3.33,3,3,3,"… the effects of extended PBD on UI benefit duration and non-employment duration. We then … in Germany is covered by the unemployment insurance and eligible to receive unemployment …","https://www.iwh-halle.de/ueber-das-iwh/veranstaltungen/?tx_iwhsolr_main%5Bsearch_action%5D=searchNews&tx_iwhsolr_main%5BeventTypes%5D=&tx_iwhsolr_main%5Bpage%5D=19&cHash=fe4fb005e531dec3db592b150c5aca37","https://scholar.google.com/scholar?q=related:znEB2QXpt4YJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"D Kessler, D Hevenstone, L Vandecasteele…","Weathering the storm together: Does unemployment insurance help couples avoid divorce?",2022,"Journal of European …","arbor.bfh.ch","https://arbor.bfh.ch/17106","",562,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,0,0,0,4,1,"… This study examines whether unemployment insurance benefit … that reduced unemployment insurance maximum benefit duration. We … reductions in unemployment insurance generosity. …","",""
65,"D Metcalf, SJ Nickell, N Floros","Still searching for an explanation of unemployment in interwar Britain",1982,"Journal of Political Economy","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/pdf/10.1086/261063","https://scholar.google.com/scholar?cites=8178883341946893697&as_sdt=2005&sciodt=0,5&hl=en",746,"2022-08-15 21:28:05","","10.1086/261063",NA,NA,NA,NA,NA,NA,65,1.63,22,3,40,"… for the interwar period. Postwar the numerator is unemployment insurance benefit per … be applied, during the postwar period the replacement rate must be reduced by 2.5 percent. …","","https://scholar.google.com/scholar?q=related:gbUa4BA7gXEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
16,"DA Anderson","Compensating wage differentials and the optimal provision of unemployment insurance",1994,"Southern Economic Journal","JSTOR","https://www.jstor.org/stable/1060573","https://scholar.google.com/scholar?cites=2259853723752877728&as_sdt=2005&sciodt=0,5&hl=en",317,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,16,0.57,16,1,28,"… in the average replacement rate for … replacement rate from 0 0.5 would increase spell duration by one week, for example, then the $1.00 expenditure will lead to an increase in s duration …","http://theunbrokenwindow.com/Labor%20Economics/Dave%20and%20UI.pdf","https://scholar.google.com/scholar?q=related:oE6iEP2cXB8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
498,"DA Black, JA Smith, MC Berger, BJ Noel","Is the threat of reemployment services more effective than the services themselves? Evidence from random assignment in the UI system",2003,"American economic review","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/000282803769206313","https://scholar.google.com/scholar?cites=1882794665379487572&as_sdt=2005&sciodt=0,5&hl=en",629,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,498,26.21,125,4,19,"… profiles” Unemployment Insurance (UI) claimants based on the predicted length of their unem… the wisdom of using the expected benefit duration as a means of allocating treatment. They …","https://pietroichino.it/wp-content/uploads/2013/09/Black_Smith_Berger_Noel.pdf","https://scholar.google.com/scholar?q=related:VN_xzsUHIRoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
28,"DA Follmann, MS Goldberg, L May","Personal characteristics, unemployment insurance, and the duration of unemployment",1990,"Journal of Econometrics","Elsevier","https://www.sciencedirect.com/science/article/pii/030440769090004D","https://scholar.google.com/scholar?cites=10369598969930035379&as_sdt=2005&sciodt=0,5&hl=en",289,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,28,0.88,9,3,32,"… The key idea of this paper is that a hazard function for the entire time … at the spike is 0.1713 with a standard error of 0.0581. … provides a value of 0.0571 with a standard error of 0.0327. …","","https://scholar.google.com/scholar?q=related:s7DvmVI36I8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
71,"DA Green, TC Sargent","Unemployment insurance and job durations: seasonal and non-seasonal jobs",1998,"canadian Journal of Economics","JSTOR","https://www.jstor.org/stable/136322","https://scholar.google.com/scholar?cites=15964907071039367513&as_sdt=2005&sciodt=0,5&hl=en",392,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,71,2.96,36,2,24,"… also a defining feature of maximum benefit duration. Benefit entitlement was calculated under a three-phase system, with the first two phases depending on the length of the individual's …","","https://scholar.google.com/scholar?q=related:WWlsOWW-jt0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
131,"DA Green, WC Riddell","Qualifying for unemployment insurance: An empirical analysis",1997,"The Economic Journal","academic.oup.com","https://academic.oup.com/ej/article-abstract/107/440/67/5144318","https://scholar.google.com/scholar?cites=10283606765151438939&as_sdt=2005&sciodt=0,5&hl=en",49,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,131,5.24,66,2,25,"… Regional differentiation is also a feature of maximum benefit duration. Benefit duration is determined in three phases, the first two depending on the length of the individual's previous …","","https://scholar.google.com/scholar?q=related:W8inNt61to4J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
86,"DA Green, WC Riddell","The economic effects of unemployment insurance in Canada: an empirical analysis of UI disentitlement",1993,"Journal of labor economics","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/298330","https://scholar.google.com/scholar?cites=5284956195727858405&as_sdt=2005&sciodt=0,5&hl=en",395,"2022-08-15 21:28:05","","10.1086/298330",NA,NA,NA,NA,NA,NA,86,2.97,43,2,29,"… ) earnings replacement rate. Although this implied a 20% increase in the net replacement rate, … in the minimum qualifying period and the increase in the maximum duration of benefits. In …","","https://scholar.google.com/scholar?q=related:5drbu6jvV0kJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
13,"DGC Britto, P Pinotti, B Sampaio","The effect of job loss and unemployment insurance on crime in Brazil",2022,"Econometrica","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.3982/ECTA18984","https://scholar.google.com/scholar?cites=10313376475450263996&as_sdt=2005&sciodt=0,5&hl=en",260,"2022-08-15 21:28:05","","10.3982/ECTA18984",NA,NA,NA,NA,NA,NA,13,13,4,3,1,"… time and time spent on the job (ie, what we previously called the incapacitation effect of employment): if time … do not directly observe potential benefit duration. Workers initially receiving …","https://onlinelibrary.wiley.com/doi/pdf/10.3982/ECTA18984","https://scholar.google.com/scholar?q=related:vEkVBkN5II8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
1230,"DH Autor, MG Duggan","The rise in the disability rolls and the decline in unemployment",2003,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/118/1/157/1917020","https://scholar.google.com/scholar?cites=13576700764189134693&as_sdt=2005&sciodt=0,5&hl=en",832,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,1230,64.74,615,2,19,"… frame) in high versus low replacement rate states. To identify … We compare steady states of a discrete time Markov model … DI applicants collect unemployment insurance benefits during …","https://repository.upenn.edu/cgi/viewcontent.cgi?article=1052&context=hcmg_papers","https://scholar.google.com/scholar?q=related:ZY9En2kharwJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
132,"DH Klepinger, TR Johnson, JM Joesch","Effects of unemployment insurance work-search requirements: The Maryland experiment",2002,"ILR Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/001979390205600101","https://scholar.google.com/scholar?cites=15063148835452073757&as_sdt=2005&sciodt=0,5&hl=en",836,"2022-08-15 21:28:05","","10.1177/001979390205600101",NA,NA,NA,NA,NA,NA,132,6.6,44,3,20,"… he Unemployment Insurance (UI) program is designed to provide temporary income support … We tested the time pattern of UI exit for claimants in each treatment against the time pattern …","http://pinguet.free.fr/klepinger2002.pdf","https://scholar.google.com/scholar?q=related:Hbf1zw4OC9EJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
16,"DL Fuller","Adverse selection and moral hazard: Quantitative implications for unemployment insurance",2014,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393213001463","https://scholar.google.com/scholar?cites=2634238661480241756&as_sdt=2005&sciodt=0,5&hl=en",663,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,16,2,16,1,8,"… imply consumption increases over the duration of non-… the replacement rate, this appears reasonable given the lack of precautionary savings in the model. The unemployment insurance …","http://www.fullerecon.com/jme2.pdf","https://scholar.google.com/scholar?q=related:XFohFxuyjiQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
10,"DL Smith, JB Wenger","State unemployment insurance trust solvency and benefit generosity",2013,"Journal of Policy Analysis and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/pam.21701","https://scholar.google.com/scholar?cites=1150825261297744935&as_sdt=2005&sciodt=0,5&hl=en",451,"2022-08-15 21:28:05","","10.1002/pam.21701",NA,NA,NA,NA,NA,NA,10,1.11,5,2,9,"… In our sample, among states that index their maximum weekly benefit amount to wages, 22 … replacement rate over time. Interestingly, very nearly as much within-state variation (over time…","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.186.2950&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:J7wyUnqN-A8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
97,"DM Blau, PK Robins","Job search, wage offers, and unemployment insurance",1986,"Journal of public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0047272786900022","https://scholar.google.com/scholar?cites=16519961897038047971&as_sdt=2005&sciodt=0,5&hl=en",131,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,97,2.69,49,2,36,"… length of the spell, we test models both with and without time dependence. The time dependent models use the same specifications for time as … “The replacement rate is set equal to zero …","","https://scholar.google.com/scholar?q=related:4-rwn9GxQuUJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
