Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
40,"CJ O'Leary, SA Wandner","Unemployment insurance in the United States: analysis of policy issues",1997,"","core.ac.uk","https://core.ac.uk/download/pdf/217643038.pdf","https://scholar.google.com/scholar?cites=2697155425194022097&as_sdt=2005&sciodt=0,5&hl=en",178,"2022-08-15 21:28:05","BOOK","","","",,,,,40,1.60,20,2,25,"… The wage replacement rate in Japan of 80 percent at low wage levels is the highest rate, but … Variation in maximum duration in relation to Nation Maximum benefit duration for full-time …","https://core.ac.uk/download/pdf/217643038.pdf","https://scholar.google.com/scholar?q=related:0RS1rpE4biUJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
11,"CJ O'Leary, SA Wandner","An illustrated case for unemployment insurance reform",2020,"Available at SSRN 3525097","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3525097","https://scholar.google.com/scholar?cites=8712777965498129370&as_sdt=2005&sciodt=0,5&hl=en",203,"2022-08-15 21:28:05","","","","",,,,,11,5.50,6,2,2,"… wages that they have lost (the wage replacement rate). Figure 5 shows the downward trend … of their prior wages over time (the wage replacement rate). In the period from 1980 through …","https://www.econstor.eu/bitstream/10419/228423/1/1690020407.pdf","https://scholar.google.com/scholar?q=related:2ttduGUB6ngJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
16,"CJ O'Leary, SA Wandner","Unemployment compensation and older workers",2000,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=291405","https://scholar.google.com/scholar?cites=12629314541182210301&as_sdt=2005&sciodt=0,5&hl=en",595,"2022-08-15 21:28:05","","","","",,,,,16,0.73,8,2,22,"… The level of the weekly benefit amount (WBA) is directly … reinforces the concept that unemployment insurance is an earned … -time workers are considered, investigation of minimum …","https://www.econstor.eu/bitstream/10419/172395/1/wp2000-61.pdf","https://scholar.google.com/scholar?q=related:_VDXh6lWRK8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"CJ O'Leary, SA Wandner","Unemployment Insurance Reform",2018,"Unemployment Insurance Reform: Fixing a …","JSTOR","https://www.jstor.org/stable/pdf/j.ctvh4zfsf.8.pdf","",597,"2022-08-15 21:28:05","","","","",,,,,0,0.00,0,2,4,"… With the weekly benefit amount (WBA) and maximum WBA definitions based on … duration of 26 weeks with the same wage replacement rate and same maximum weekly benefit amount …","https://research.upjohn.org/cgi/viewcontent.cgi?article=1268&context=up_press#page=143","https://scholar.google.com/scholar?q=related:L2hcgyn_R6gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"CJ O'Leary, SA Wandner","work Incentives and UN 黑偲 NA",,"research.upjohn.org","","https://research.upjohn.org/cgi/viewcontent.cgi?filename=8&article=1194&context=up_press&type=additional","",1000,"2022-08-15 21:28:05","PDF","","","",,,,,0,0.00,0,2,,"… The unemployment insurance (UI) system must address a funda… equal to their full weekly benefit amount (WBA). A small … , and variations in potential duration of benefits have a small …","https://research.upjohn.org/cgi/viewcontent.cgi?filename=8&article=1194&context=up_press&type=additional","https://scholar.google.com/scholar?q=related:IF8kUiYS2wAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
13,"CJ O'leary","Benefit payment costs of Unemployment Insurance modernization: Estimates based on Kentucky administrative data",2011,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1808802","https://scholar.google.com/scholar?cites=17811863042079366391&as_sdt=2005&sciodt=0,5&hl=en",224,"2022-08-15 21:28:05","","","","",,,,,13,1.18,13,1,11,"… quarters of the base period of the second claim of at least eight times the WBA. … WBA; the others are Arkansas, Montana, New Hampshire, Oregon, and West Virginia. The minimum WBA …","https://www.econstor.eu/bitstream/10419/64337/1/668052686.pdf","https://scholar.google.com/scholar?q=related:95wMwxBzMPcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
8,"CJ O'leary, K Kline","Use of supplemental nutritional assistance program benefits by unemployment insurance applicants in Michigan during the great recession",2014,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2401120","https://scholar.google.com/scholar?cites=15014697900625022678&as_sdt=2005&sciodt=0,5&hl=en",519,"2022-08-15 21:28:05","","","","",,,,,8,1.00,4,2,8,"… , industry of prior employment, and length of time spent on the job immediately preceding UI … minimum and maximum UI weekly benefit amount (WBA). The WBA distribution within that …","https://research.upjohn.org/cgi/viewcontent.cgi?article=1227&context=up_workingpapers","https://scholar.google.com/scholar?q=related:1s6OeDDsXtAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
31,"CJ O'leary, PT Decker, SA Wandner","Reemployment bonuses and profiling",1998,"","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.210.2305&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=11185707311210776661&as_sdt=2005&sciodt=0,5&hl=en",533,"2022-08-15 21:28:05","BOOK","","","",,,,,31,1.29,10,3,24,"… The targeting of offers to the unemployment insurance (UI) … amount, with a long qualification period, targeted to the half of … the weekly benefit amount and a long qualification period--…","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.210.2305&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:VUg1_oidO5sJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
4,"CJ O'leary, RG Spiegelman, KJ Kline","Reemployment incentives for unemployment insurance beneficiaries: Results from the Washington reemployment bonus experiment",1993,"","research.upjohn.org","https://research.upjohn.org/up_workingpapers/22/","https://scholar.google.com/scholar?cites=11845780625206715053&as_sdt=2005&sciodt=0,5&hl=en",444,"2022-08-15 21:28:05","","","","",,,,,4,0.14,1,3,29,"… The mean values of the weekly benefit amount (WBA) for T4 and T6 were significantly greater than the control group, and T5 and T6 had significantly higher base period earnings (BPE) …","https://research.upjohn.org/cgi/viewcontent.cgi?article=1039&context=up_workingpapers","https://scholar.google.com/scholar?q=related:raKmjLeqZKQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
10,"CJ O'leary, RW Eberts","Reemployment and earnings recovery among older unemployment insurance claimants",2007,"","econstor.eu","https://www.econstor.eu/handle/10419/64335","https://scholar.google.com/scholar?cites=6104106480467262352&as_sdt=2005&sciodt=0,5&hl=en",274,"2022-08-15 21:28:05","","","","",,,,,10,0.67,5,2,15,"… ), education indicators (four categories), UI base period earnings (earnings in the first four of … earnings base period, the UI weekly benefit amount (WBA), an indicator for the WBA being …","https://www.econstor.eu/bitstream/10419/64335/1/532212614.pdf","https://scholar.google.com/scholar?q=related:kDtpx4AktlQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
181,"CJ Simon","Frictional unemployment and the role of industrial diversity",1988,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/103/4/715/1942290","https://scholar.google.com/scholar?cites=11062147059529882974&as_sdt=2005&sciodt=0,5&hl=en",845,"2022-08-15 21:28:05","","","","",,,,,181,5.32,181,1,34,"… across industries, cities, and time. Even if the expected rate of … hiring that occurs both at the same time and in the same city. … before-tax unemployment insurance replacement rate. More …","","https://scholar.google.com/scholar?q=related:Xh1pECSkhJkJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
38,"CK Gustafson, PB Levine","Less-skilled workers, welfare reform, and the unemployment insurance system",1998,"","nber.org","https://www.nber.org/papers/w6489","https://scholar.google.com/scholar?cites=2815003426694273393&as_sdt=2005&sciodt=0,5&hl=en",465,"2022-08-15 21:28:05","","","","",,,,,38,1.58,19,2,24,"… , like the weekly benefit amount and the maximum duration of benefits. We found … period in much the same way as the maximum duration of benefits, so including the maximum duration …","https://www.nber.org/system/files/working_papers/w6489/w6489.pdf","https://scholar.google.com/scholar?q=related:cZmeubPmECcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
28,"CL Rogers","Expectations of unemployment insurance and unemployment duration",1998,"Journal of Labor Economics","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/209901","https://scholar.google.com/scholar?cites=10035100122519999800&as_sdt=2005&sciodt=0,5&hl=en",282,"2022-08-15 21:28:05","","10.1086/209901","","",,,,,28,1.17,28,1,24,"… Search theory suggests that a higher benefit ratio (the weekly benefit amount divided by the highest quarterly earnings in the base period) increases the value of being employed. This …","","https://scholar.google.com/scholar?q=related:OJVIqGTWQ4sJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"CL Scott III","Effects of Differing Unemployment Insurance Taxable Wage Bases on System Capacity",1986,"Journal of Risk and Insurance","JSTOR","https://www.jstor.org/stable/252394","",697,"2022-08-15 21:28:05","","","","",,,,,0,0.00,0,1,36,"… only to cover changes in the weekly benefit amount (WBA). The WBA is the amount a UI … to receive the Average Weekly Benefit Amount for the Average Potential Duration. Benefits …","","https://scholar.google.com/scholar?q=related:jUvhEyWgS6gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
43,"CN East, E Kuka","Reexamining the consumption smoothing benefits of Unemployment Insurance",2015,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272715001565","https://scholar.google.com/scholar?cites=14600099006053622473&as_sdt=2005&sciodt=0,5&hl=en",217,"2022-08-15 21:28:05","","","","",,,,,43,6.14,22,2,7,"… for other changes occurring across states and over time. With our preferred model we find that a 10 percentage point increase in the replacement rate leads to a 1.0% reduction in the …","http://www.chloeneast.com/uploads/8/9/9/7/8997263/east_kuka_jpube2015.pdf","https://scholar.google.com/scholar?q=related:ySJc_bD4ncoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
8,"D Aaronson, SA Brave, RA Butters, M Fogarty…","Forecasting unemployment insurance claims in realtime with Google Trends",2022,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169207021000649","https://scholar.google.com/scholar?cites=132164839575811913&as_sdt=2005&sciodt=0,5&hl=en",784,"2022-08-15 21:28:05","","","","",,,,,8,8.00,2,5,1,"… turn use to forecast the demand for unemployment insurance in real time during recessions. … Trends Ratio term and its standard error. Standard errors are estimated by 10,000 event-…","","https://scholar.google.com/scholar?q=related:SXe2qjiL1QEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
678,"D Acemoglu, R Shimer","Productivity gains from unemployment insurance",2000,"European economic review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292100000350","https://scholar.google.com/scholar?cites=9845876460300173743&as_sdt=2005&sciodt=0,5&hl=en",78,"2022-08-15 21:28:05","","","","",,,,,678,30.82,339,2,22,"… Moderate increases in the replacement rate or the duration of unemployment benefits lead … unemployment insurance to match US policy. To get an average benefit duration of six months…","https://www.nber.org/system/files/working_papers/w7352/w7352.pdf","https://scholar.google.com/scholar?q=related:r4GSlnmUo4gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
7,"D Alexiadou","Finding political capital for monetary tightening: Unemployment insurance and partisan monetary cycles",2012,"European Journal of Political Research","Wiley Online Library","https://ejpr.onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6765.2012.02053.x","https://scholar.google.com/scholar?cites=7841914699455892670&as_sdt=2005&sciodt=0,5&hl=en",233,"2022-08-15 21:28:05","","10.1111/j.1475-6765.2012.02053.x","","",,,,,7,0.70,7,1,10,"… Countries vary widely in the duration of benefits. For example, in the United States … this alternative measure of unemployment insurance. Unemployment benefit duration is an indicator …","https://www.researchgate.net/profile/Despina-Alexiadou-2/publication/263045141_Finding_political_capital_for_monetary_tightening_Unemployment_insurance_and_partisan_monetary_cycles/links/5b0ef1d1a6fdcc80995bb083/Finding-political-capital-for-monetary-tightening-Unemployment-insurance-and-partisan-monetary-cycles.pdf","https://scholar.google.com/scholar?q=related:voz7894T1GwJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"D Anderberg","Unemployment Insurance: Theory and Empirics",2007,"","personal.rhul.ac.uk","http://personal.rhul.ac.uk/umte/234/oldstuff/uitemp.pdf","",616,"2022-08-15 21:28:05","PDF","","","",,,,,0,0.00,0,1,15,"… Eg unemployment insurance may reduce the … spell duration with respect to the benefit level of around 0.8. The corresponding elasticity of spell duration with respect to benefit duration is …","http://personal.rhul.ac.uk/umte/234/oldstuff/uitemp.pdf","https://scholar.google.com/scholar?q=related:jVRW-3fGH64J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
75,"D Andolfatto, P Gomme","Unemployment insurance and labor-market activity in Canada",1996,"Carnegie-Rochester Conference Series on Public …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167223196900044","https://scholar.google.com/scholar?cites=4925624436622380530&as_sdt=2005&sciodt=0,5&hl=en",303,"2022-08-15 21:28:05","","","","",,,,,75,2.88,38,2,26,"… As indicated above, the minimum period of … duration of benefits rose from 15 weeks to anywhere between 28 and 44 weeks, depending on the region in Canada. The replacement rate (…","","https://scholar.google.com/scholar?q=related:8k3c-VNVW0QJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
131,"D Baker, A Glyn, D Howell, J Schmitt","Unemployment and labour market institutions: the failure of the empirical case for deregulation",2004,"ILO Working Paper","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.536.6582&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=13415028798793058966&as_sdt=2005&sciodt=0,5&hl=en",634,"2022-08-15 21:28:05","PDF","","","",,,,,131,7.28,33,4,18,"… policies, unemployment insurance benefits (in terms of both replacement rates and duration), … year replacement rate or the ratio of the longer-term generosity of benefits to the one-year …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.536.6582&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:lgqy253BK7oJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
9,"D Black, J Smith, M Plesca, S Plourde","Estimating the duration of unemployment insurance benefit recipiency",2002,"Draft Report to USDOL","researchgate.net","https://www.researchgate.net/profile/Jeffrey-Smith-40/publication/228431301_Estimating_the_duration_of_unemployment_insurance_benefit_recipiency/links/02e7e5213807af346b000000/Estimating-the-duration-of-unemployment-insurance-benefit-recipiency.pdf","https://scholar.google.com/scholar?cites=8408334888142649184&as_sdt=2005&sciodt=0,5&hl=en",434,"2022-08-15 21:28:05","PDF","","","",,,,,9,0.45,2,4,20,"… 15 Models 18 and 19 include the weekly benefit amount received and the potential amount. We use the potential (ie, maximum allowable) weekly benefit amount because at the time of …","https://www.researchgate.net/profile/Jeffrey-Smith-40/publication/228431301_Estimating_the_duration_of_unemployment_insurance_benefit_recipiency/links/02e7e5213807af346b000000/Estimating-the-duration-of-unemployment-insurance-benefit-recipiency.pdf","https://scholar.google.com/scholar?q=related:YDdEEAhosHQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
9,"D Britto","Unemployment insurance and the duration of employment: Evidence from a regression kink design",2015,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2737982","https://scholar.google.com/scholar?cites=18052458698445285930&as_sdt=2005&sciodt=0,5&hl=en",382,"2022-08-15 21:28:05","","","","",,,,,9,1.29,9,1,7,"… large extension of potential benefit duration (from 52 to 209 weeks). More importantly, it does not assess whether these changes in inflow affect average job duration. Interestingly, …","https://www.econstor.eu/bitstream/10419/159896/1/wp1058.pdf","https://scholar.google.com/scholar?q=related:Kuo9S4o3h_oJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
5,"D Britto","Unemployment insurance and the duration of employment: Theory and evidence from a regression kink design",2016,"Available at SSRN 2648166","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2648166","https://scholar.google.com/scholar?cites=9763363575626165846&as_sdt=2005&sciodt=0,5&hl=en",491,"2022-08-15 21:28:05","","","","",,,,,5,0.83,5,1,6,"… estimates are local to old workers (50-65 years old) who may use UI as a pathway to retirement and comprise the response to an unusually large extension of potential benefit duration (…","https://www.econstor.eu/bitstream/10419/170645/1/disce-wp048.pdf","https://scholar.google.com/scholar?q=related:Vm4vinFvfocJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
35,"D Béland, J Myles","Varieties of federalism, institutional legacies, and social policy: Comparing old‐age and unemployment insurance reform in Canada",2012,"International Journal of Social Welfare","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2397.2011.00838.x","https://scholar.google.com/scholar?cites=12463452587382065617&as_sdt=2005&sciodt=0,5&hl=en",962,"2022-08-15 21:28:05","","10.1111/j.1468-2397.2011.00838.x","","",,,,,35,3.50,18,2,10,"… departing trends witnessed in the field of unemployment insurance. As shown, this absence … as the plan to double the CPP replacement rate proposed by the Canadian Labour Congress…","https://www.academia.edu/download/52620854/j.1468-2397.2011.00838.x20170414-14968-16q672e.pdf","https://scholar.google.com/scholar?q=related:0cnUERgU96wJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
153,"D Card, A Johnston, P Leung, A Mas…","The effect of unemployment benefits on the duration of unemployment insurance receipt: New evidence from a regression kink design in Missouri, 2003-2013",2015,"American Economic …","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/aer.p20151061","https://scholar.google.com/scholar?cites=10066445609253492882&as_sdt=2005&sciodt=0,5&hl=en",16,"2022-08-15 21:28:05","","","","",,,,,153,21.86,31,5,7,"… opportunity to investigate the Great Recession period. We find that the elasticity of UI duration with respect to the weekly benefit amount is around 0.35 during the pre-recession period …","https://www.nber.org/system/files/working_papers/w20869/w20869.pdf","https://scholar.google.com/scholar?q=related:klhYgvIys4sJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
205,"D Card, PB Levine","Unemployment insurance taxes and the cyclical and seasonal properties of unemployment",1994,"Journal of public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0047272794900116","https://scholar.google.com/scholar?cites=12500471575939672073&as_sdt=2005&sciodt=0,5&hl=en",406,"2022-08-15 21:28:05","","","","",,,,,205,7.32,103,2,28,"… period t have the simple form O,f’(N,), where f is an increasing and strictly concave production function and 0, denotes a relative demand shocks in period t… and the net replacement rate. …","https://www.nber.org/system/files/working_papers/w4030/w4030.pdf","https://scholar.google.com/scholar?q=related:CWjAAKuYeq0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
523,"D Card, PB Levine","Extended benefits and the duration of UI spells: evidence from the New Jersey extended benefit program",2000,"Journal of Public economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272799001139","https://scholar.google.com/scholar?cites=3916925203867274585&as_sdt=2005&sciodt=0,5&hl=en",413,"2022-08-15 21:28:05","","","","",,,,,523,23.77,262,2,22,"… This paper examines the impact on the duration of unemployment insurance receipt of a … Unfortunately, however, the standard errors for the estimated impacts are so large that we …","https://www.nber.org/system/files/working_papers/w6714/w6714.pdf","https://scholar.google.com/scholar?q=related:WY1IXLi2WzYJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
581,"D Card, R Chetty, A Weber","Cash-on-hand and competing models of intertemporal behavior: New evidence from the labor market",2007,"The Quarterly journal of economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/122/4/1511/1850504","https://scholar.google.com/scholar?cites=4018424792583942720&as_sdt=2005&sciodt=0,5&hl=en",896,"2022-08-15 21:28:05","","","","",,,,,581,38.73,194,3,15,"… of a discontinuity in the unemployment insurance (UI) benefit … across spells by clustering the standard errors by person. In … replacement rate in period t of the unemployment spell and σ …","https://www.nber.org/system/files/working_papers/w12639/w12639.pdf","https://scholar.google.com/scholar?q=related:QLKW7g5QxDcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
1,"D Denti, ASS Policy","THE UNEMPLOYMENT INSURANCE SYSTEMS IN SWEDEN AND ITALY",2007,"","academia.edu","https://www.academia.edu/download/24729434/davide_denti_-_unemployment_insurances_in_sweden_and_italy.pdf","https://scholar.google.com/scholar?cites=4803033775028225823&as_sdt=2005&sciodt=0,5&hl=en",615,"2022-08-15 21:28:05","PDF","","","",,,,,1,0.07,1,2,15,"… It is simple then to see how Italian replacement rate has always been much lower than the Swedish one: from the 1/20 of 1980 it grew up to 2/3 in the year 2000. The time required for …","https://www.academia.edu/download/24729434/davide_denti_-_unemployment_insurances_in_sweden_and_italy.pdf","https://scholar.google.com/scholar?q=related:H8fCVMXNp0IJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
8,"D Domeland, N Fiess","Unemployment and unemployment insurance",2006,"The Third Dimension of Labor Markets …","books.google.com","https://books.google.com/books?hl=en&lr=&id=jmgPrWnwu-oC&oi=fnd&pg=PA169&dq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&ots=a1ycUy8uqx&sig=uWQRHLrcVZOhRZi9lm0t8BMpb30","https://scholar.google.com/scholar?cites=6281012054450778399&as_sdt=2005&sciodt=0,5&hl=en",553,"2022-08-15 21:28:05","","","","",,,,,8,0.50,4,2,16,"… the benefit duration is contingent on job search. The payment of unemployment insurance benefit … of becoming unemployed and then turn to the determinants of unemployment duration. …","","https://scholar.google.com/scholar?q=related:HzF8by-jKlcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
